"BOOT_IMAGE",CanMultiSession,PID,UID,"_raw","_time",api,average,"date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",distance,estimate,eventtype,files,gid,host,index,linecount,longest,lsn,mode,pid,punct,resettable,root,size,source,sourcetype,"splunk_server","splunk_server_group",sync,tag,"tag::eventtype",timeendpos,timestamp,timestartpos,total,uid,vendor,version,write
,,,,"2025-09-01 03:20:25 trigproc hicolor-icon-theme:all 0.18-2 <none>","2025-09-01T02:20:25.000-0500",,,3,1,20,september,25,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__--:_.-_<>",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:25 status installed desktop-file-utils:amd64 0.28-1","2025-09-01T02:20:25.000-0500",,,3,1,20,september,25,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___--:_.-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:25 status half-configured desktop-file-utils:amd64 0.28-1","2025-09-01T02:20:25.000-0500",,,3,1,20,september,25,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_--:_.-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:25 trigproc desktop-file-utils:amd64 0.28-1 <none>","2025-09-01T02:20:25.000-0500",,,3,1,20,september,25,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__--:_.-_<>",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:25 status installed kali-menu:all 2025.3.0","2025-09-01T02:20:25.000-0500",,,3,1,20,september,25,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___-:_..",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:25 status half-configured kali-menu:all 2025.3.0","2025-09-01T02:20:25.000-0500",,,3,1,20,september,25,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_-:_..",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:25 trigproc kali-menu:all 2025.3.0 <none>","2025-09-01T02:20:25.000-0500",,,3,1,20,september,25,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-:_.._<>",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:25 status installed fontconfig:amd64 2.15.0-2.3","2025-09-01T02:20:25.000-0500",,,3,1,20,september,25,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___:_..-.",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:25 status half-configured fontconfig:amd64 2.15.0-2.3","2025-09-01T02:20:25.000-0500",,,3,1,20,september,25,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_:_..-.",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:25 trigproc fontconfig:amd64 2.15.0-2.3 <none>","2025-09-01T02:20:25.000-0500",,,3,1,20,september,25,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__:_..-._<>",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:25 status installed libopenconnect5:amd64 9.12-3+b1","2025-09-01T02:20:25.000-0500",,,3,1,20,september,25,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___:_.-+",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:25 status half-configured libopenconnect5:amd64 9.12-3+b1","2025-09-01T02:20:25.000-0500",,,3,1,20,september,25,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_:_.-+",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:25 status unpacked libopenconnect5:amd64 9.12-3+b1","2025-09-01T02:20:25.000-0500",,,3,1,20,september,25,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___:_.-+",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:25 status triggers-pending libc-bin:amd64 2.41-12","2025-09-01T02:20:25.000-0500",,,3,1,20,september,25,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_-:_.-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:25 configure libopenconnect5:amd64 9.12-3+b1 <none>","2025-09-01T02:20:25.000-0500",,,3,1,20,september,25,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__:_.-+_<>",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:25 status installed mailcap:all 3.74","2025-09-01T02:20:25.000-0500",,,3,1,20,september,25,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___:_.",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:25 status half-configured mailcap:all 3.74","2025-09-01T02:20:25.000-0500",,,3,1,20,september,25,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_:_.",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:25 trigproc mailcap:all 3.74 <none>","2025-09-01T02:20:25.000-0500",,,3,1,20,september,25,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__:_._<>",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:25 status installed wordlists:all 2023.2.0","2025-09-01T02:20:25.000-0500",,,3,1,20,september,25,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___:_..",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"Font directories:
	/usr/share/fonts
	/usr/local/share/fonts
	/usr/share/texmf/fonts/opentype/public/lm
	/usr/share/texmf/fonts/opentype/public/lm-math
	/usr/share/texmf/fonts/opentype/public/tex-gyre-math
	/usr/share/texmf/fonts/opentype/public/tex-gyre
	/usr/share/fonts/X11
	/usr/share/fonts/cMap
	/usr/share/fonts/cmap
	/usr/share/fonts/opentype
	/usr/share/fonts/truetype
	/usr/share/fonts/type1
	/usr/share/fonts/X11/100dpi
	/usr/share/fonts/X11/75dpi
	/usr/share/fonts/X11/Type1
	/usr/share/fonts/X11/encodings
	/usr/share/fonts/X11/misc
	/usr/share/fonts/X11/util
	/usr/share/fonts/cmap/adobe-cns1
	/usr/share/fonts/cmap/adobe-gb1
	/usr/share/fonts/cmap/adobe-japan1
	/usr/share/fonts/cmap/adobe-japan2
	/usr/share/fonts/cmap/adobe-korea1
	/usr/share/fonts/opentype/cantarell
	/usr/share/fonts/opentype/font-awesome
	/usr/share/fonts/opentype/mathjax
	/usr/share/fonts/opentype/urw-base35
	/usr/share/fonts/truetype/dejavu
	/usr/share/fonts/truetype/droid
	/usr/share/fonts/truetype/firacode
	/usr/share/fonts/truetype/font-awesome
	/usr/share/fonts/truetype/freefont
	/usr/share/fonts/truetype/hack
	/usr/share/fonts/truetype/lato
	/usr/share/fonts/truetype/liberation
	/usr/share/fonts/truetype/lyx
	/usr/share/fonts/truetype/noto
	/usr/share/fonts/truetype/quicksand
	/usr/share/fonts/type1/texlive-fonts-recommended
	/usr/share/fonts/type1/urw-base35
	/usr/share/fonts/X11/encodings/large
/usr/share/fonts: skipping, existing cache is valid: 0 fonts, 6 dirs
/usr/share/fonts/X11: skipping, existing cache is valid: 0 fonts, 6 dirs
/usr/share/fonts/X11/100dpi: skipping, existing cache is valid: 358 fonts, 0 dirs
/usr/share/fonts/X11/75dpi: skipping, existing cache is valid: 358 fonts, 0 dirs
/usr/share/fonts/X11/Type1: skipping, existing cache is valid: 116 fonts, 0 dirs
/usr/share/fonts/X11/encodings: skipping, existing cache is valid: 0 fonts, 1 dirs
/usr/share/fonts/X11/encodings/large: skipping, existing cache is valid: 0 fonts, 0 dirs
/usr/share/fonts/X11/misc: skipping, existing cache is valid: 89 fonts, 0 dirs
/usr/share/fonts/X11/util: skipping, existing cache is valid: 0 fonts, 0 dirs
/usr/share/fonts/cMap: skipping, existing cache is valid: 0 fonts, 0 dirs
/usr/share/fonts/cmap: skipping, existing cache is valid: 0 fonts, 5 dirs
/usr/share/fonts/cmap/adobe-cns1: skipping, existing cache is valid: 0 fonts, 0 dirs
/usr/share/fonts/cmap/adobe-gb1: skipping, existing cache is valid: 0 fonts, 0 dirs
/usr/share/fonts/cmap/adobe-japan1: skipping, existing cache is valid: 0 fonts, 0 dirs
/usr/share/fonts/cmap/adobe-japan2: skipping, existing cache is valid: 0 fonts, 0 dirs
/usr/share/fonts/cmap/adobe-korea1: skipping, existing cache is valid: 0 fonts, 0 dirs
/usr/share/fonts/opentype: skipping, existing cache is valid: 0 fonts, 4 dirs
/usr/share/fonts/opentype/cantarell: skipping, existing cache is valid: 6 fonts, 0 dirs
/usr/share/fonts/opentype/font-awesome: skipping, existing cache is valid: 1 fonts, 0 dirs
/usr/share/fonts/opentype/mathjax: skipping, existing cache is valid: 24 fonts, 0 dirs
/usr/share/fonts/opentype/urw-base35: skipping, existing cache is valid: 35 fonts, 0 dirs
/usr/share/fonts/truetype: skipping, existing cache is valid: 0 fonts, 11 dirs
/usr/share/fonts/truetype/dejavu: skipping, existing cache is valid: 22 fonts, 0 dirs
/usr/share/fonts/truetype/droid: skipping, existing cache is valid: 1 fonts, 0 dirs
/usr/share/fonts/truetype/firacode: skipping, existing cache is valid: 6 fonts, 0 dirs
/usr/share/fonts/truetype/font-awesome: skipping, existing cache is valid: 1 fonts, 0 dirs
/usr/share/fonts/truetype/freefont: skipping, existing cache is valid: 12 fonts, 0 dirs
/usr/share/fonts/truetype/hack: skipping, existing cache is valid: 4 fonts, 0 dirs
/usr/share/fonts/truetype/lato: skipping, existing cache is valid: 18 fonts, 0 dirs
/usr/share/fonts/truetype/liberation: skipping, existing cache is valid: 16 fonts, 0 dirs
/usr/share/fonts/truetype/lyx: skipping, existing cache is valid: 12 fonts, 0 dirs
/usr/share/fonts/truetype/noto: skipping, existing cache is valid: 4 fonts, 0 dirs
/usr/share/fonts/truetype/quicksand: skipping, existing cache is valid: 4 fonts, 0 dirs
/usr/share/fonts/type1: skipping, existing cache is valid: 0 fonts, 2 dirs
/usr/share/fonts/type1/texlive-fonts-recommended: skipping, existing cache is valid: 12 fonts, 0 dirs
/usr/share/fonts/type1/urw-base35: skipping, existing cache is valid: 35 fonts, 0 dirs
/usr/local/share/fonts: skipping, existing cache is valid: 0 fonts, 0 dirs
/usr/share/texmf/fonts/opentype/public/lm: skipping, existing cache is valid: 72 fonts, 0 dirs
/usr/share/texmf/fonts/opentype/public/lm-math: skipping, existing cache is valid: 1 fonts, 0 dirs
/usr/share/texmf/fonts/opentype/public/tex-gyre-math: skipping, existing cache is valid: 5 fonts, 0 dirs
/usr/share/texmf/fonts/opentype/public/tex-gyre: skipping, existing cache is valid: 33 fonts, 0 dirs
/usr/share/fonts/X11: skipping, looped directory detected
/usr/share/fonts/cMap: skipping, looped directory detected
/usr/share/fonts/cmap: skipping, looped directory detected
/usr/share/fonts/opentype: skipping, looped directory detected
/usr/share/fonts/truetype: skipping, looped directory detected
/usr/share/fonts/type1: skipping, looped directory detected
/usr/share/fonts/X11/100dpi: skipping, looped directory detected
/usr/share/fonts/X11/75dpi: skipping, looped directory detected
/usr/share/fonts/X11/Type1: skipping, looped directory detected
/usr/share/fonts/X11/encodings: skipping, looped directory detected
/usr/share/fonts/X11/misc: skipping, looped directory detected
/usr/share/fonts/X11/util: skipping, looped directory detected
/usr/share/fonts/cmap/adobe-cns1: skipping, looped directory detected
/usr/share/fonts/cmap/adobe-gb1: skipping, looped directory detected
/usr/share/fonts/cmap/adobe-japan1: skipping, looped directory detected
/usr/share/fonts/cmap/adobe-japan2: skipping, looped directory detected
/usr/share/fonts/cmap/adobe-korea1: skipping, looped directory detected
/usr/share/fonts/opentype/cantarell: skipping, looped directory detected
/usr/share/fonts/opentype/font-awesome: skipping, looped directory detected
/usr/share/fonts/opentype/mathjax: skipping, looped directory detected
/usr/share/fonts/opentype/urw-base35: skipping, looped directory detected
/usr/share/fonts/truetype/dejavu: skipping, looped directory detected
/usr/share/fonts/truetype/droid: skipping, looped directory detected
/usr/share/fonts/truetype/firacode: skipping, looped directory detected
/usr/share/fonts/truetype/font-awesome: skipping, looped directory detected
/usr/share/fonts/truetype/freefont: skipping, looped directory detected
/usr/share/fonts/truetype/hack: skipping, looped directory detected
/usr/share/fonts/truetype/lato: skipping, looped directory detected
/usr/share/fonts/truetype/liberation: skipping, looped directory detected
/usr/share/fonts/truetype/lyx: skipping, looped directory detected
/usr/share/fonts/truetype/noto: skipping, looped directory detected
/usr/share/fonts/truetype/quicksand: skipping, looped directory detected
/usr/share/fonts/type1/texlive-fonts-recommended: skipping, looped directory detected
/usr/share/fonts/type1/urw-base35: skipping, looped directory detected
/usr/share/fonts/X11/encodings/large: skipping, looped directory detected
/var/cache/fontconfig: cleaning cache directory
fc-cache: succeeded","2025-09-01T02:20:25.000-0500",,,,,,,,,,,,,,,,kali,main,120,,,,,"_:t///t////t///////t///////-t///////--t///////-t//",,,,"/var/log/fontconfig.log","linux_logs","tgmp-Ubuntu",,,,,,none,,,,,,
,,,,"2025-09-01 03:20:24 status half-configured wordlists:all 2023.2.0","2025-09-01T02:20:24.000-0500",,,3,1,20,september,24,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_:_..",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:24 trigproc wordlists:all 2023.2.0 <none>","2025-09-01T02:20:24.000-0500",,,3,1,20,september,24,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__:_.._<>",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:24 status installed base-files:amd64 1:2025.3.0","2025-09-01T02:20:24.000-0500",,,3,1,20,september,24,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___-:_:..",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:24 status half-configured base-files:amd64 1:2025.3.0","2025-09-01T02:20:24.000-0500",,,3,1,20,september,24,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_-:_:..",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:24 trigproc base-files:amd64 1:2025.3.0 <none>","2025-09-01T02:20:24.000-0500",,,3,1,20,september,24,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-:_:.._<>",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:24 status installed debianutils:amd64 5.23.2","2025-09-01T02:20:24.000-0500",,,3,1,20,september,24,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___:_..",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:24 status half-configured debianutils:amd64 5.23.2","2025-09-01T02:20:24.000-0500",,,3,1,20,september,24,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_:_..",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:24 trigproc debianutils:amd64 5.23.2 <none>","2025-09-01T02:20:24.000-0500",,,3,1,20,september,24,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__:_.._<>",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:24 status installed sgml-base:all 1.31+nmu1","2025-09-01T02:20:24.000-0500",,,3,1,20,september,24,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___-:_.+",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:24 status installed libpskc0t64:amd64 2.6.13-2+b1","2025-09-01T02:20:24.000-0500",,,3,1,20,september,24,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___:_..-+",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:24 status half-configured sgml-base:all 1.31+nmu1","2025-09-01T02:20:24.000-0500",,,3,1,20,september,24,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_-:_.+",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:24 trigproc sgml-base:all 1.31+nmu1 <none>","2025-09-01T02:20:24.000-0500",,,3,1,20,september,24,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-:_.+_<>",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:24 status installed procps:amd64 2:4.0.4-9","2025-09-01T02:20:24.000-0500",,,3,1,20,september,24,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___:_:..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:24 status half-configured procps:amd64 2:4.0.4-9","2025-09-01T02:20:24.000-0500",,,3,1,20,september,24,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_:_:..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:24 trigproc procps:amd64 2:4.0.4-9 <none>","2025-09-01T02:20:24.000-0500",,,3,1,20,september,24,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__:_:..-_<>",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:24 status installed postgresql-common:all 264","2025-09-01T02:20:24.000-0500",,,3,1,20,september,24,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___-:_",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:24 status half-configured postgresql-common:all 264","2025-09-01T02:20:24.000-0500",,,3,1,20,september,24,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_-:_",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:24 trigproc postgresql-common:all 264 <none>","2025-09-01T02:20:24.000-0500",,,3,1,20,september,24,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-:__<>",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:24 status installed dbus:amd64 1.16.2-2","2025-09-01T02:20:24.000-0500",,,3,1,20,september,24,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:24 status half-configured dbus:amd64 1.16.2-2","2025-09-01T02:20:24.000-0500",,,3,1,20,september,24,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:24 trigproc dbus:amd64 1.16.2-2 <none>","2025-09-01T02:20:24.000-0500",,,3,1,20,september,24,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__:_..-_<>",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:24 status installed cracklib-runtime:amd64 2.9.6-5.2+b1","2025-09-01T02:20:24.000-0500",,,3,1,20,september,24,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___-:_..-.+",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:24 status half-configured cracklib-runtime:amd64 2.9.6-5.2+b1","2025-09-01T02:20:24.000-0500",,,3,1,20,september,24,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_-:_..-.+",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:24 trigproc cracklib-runtime:amd64 2.9.6-5.2+b1 <none>","2025-09-01T02:20:24.000-0500",,,3,1,20,september,24,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-:_..-.+_<>",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:20:24 status installed tex-common:all 6.19","2025-09-01T02:20:24.000-0500",,,3,1,20,september,24,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___-:_.",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:18:44 status half-configured tex-common:all 6.19","2025-09-01T02:18:44.000-0500",,,3,1,18,september,44,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_-:_.",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:18:44 trigproc tex-common:all 6.19 <none>","2025-09-01T02:18:44.000-0500",,,3,1,18,september,44,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-:_._<>",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:18:44 status installed man-db:amd64 2.13.1-1","2025-09-01T02:18:44.000-0500",,,3,1,18,september,44,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___-:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:18:36 status half-configured man-db:amd64 2.13.1-1","2025-09-01T02:18:36.000-0500",,,3,1,18,september,36,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_-:_..-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:18:36 trigproc man-db:amd64 2.13.1-1 <none>","2025-09-01T02:18:36.000-0500",,,3,1,18,september,36,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-:_..-_<>",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:18:36 status installed libc-bin:amd64 2.41-12","2025-09-01T02:18:36.000-0500",,,3,1,18,september,36,monday,2025,local,,,,,,kali,main,1,,,,,"--_::___-:_.-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
,,,,"2025-09-01 03:18:35 status half-configured libc-bin:amd64 2.41-12","2025-09-01T02:18:35.000-0500",,,3,1,18,september,35,monday,2025,local,,,,,,kali,main,1,,,,,"--_::__-_-:_.-",,,,"/var/log/dpkg.log.1","linux_logs","tgmp-Ubuntu",,,,,20,,0,,,,,
